target_contrast	fold
ENSG00000184207	3
ENSG00000184216	1
ENSG00000184220	3
ENSG00000184277	1
ENSG00000184281	3
ENSG00000184357	2
ENSG00000184371	0
ENSG00000184381	2
ENSG00000184384	2
ENSG00000184428	1
ENSG00000184436	4
ENSG00000184465	0
ENSG00000184481	4
ENSG00000184517	4
ENSG00000184575	0
ENSG00000184584	2
ENSG00000184588	4
ENSG00000184619	2
ENSG00000184675	4
ENSG00000184677	3
ENSG00000184678	4
ENSG00000184743	3
ENSG00000184752	3
ENSG00000184787	2
ENSG00000184831	4
ENSG00000184887	0
ENSG00000184897	4
ENSG00000184898	1
ENSG00000184922	0
ENSG00000184939	2
ENSG00000184979	3
ENSG00000184988	3
ENSG00000184990	2
ENSG00000184992	0
ENSG00000185000	0
ENSG00000185009	2
ENSG00000185129	4
ENSG00000185201	1
ENSG00000185219	0
ENSG00000185236	4
ENSG00000185238	1
ENSG00000185246	0
ENSG00000185278	1
ENSG00000185305	0
ENSG00000185361	2
ENSG00000185404	4
ENSG00000185418	1
ENSG00000185420	4
ENSG00000185499	0
ENSG00000185507	1
ENSG00000185591	1
ENSG00000185624	2
ENSG00000185650	0
ENSG00000185651	4
ENSG00000185670	1
ENSG00000185722	4
ENSG00000185728	3
ENSG00000185730	3
ENSG00000185753	1
ENSG00000185787	2
ENSG00000185813	2
ENSG00000185825	4
ENSG00000185875	2
ENSG00000185896	4
ENSG00000185950	1
ENSG00000185963	2
ENSG00000185973	4
ENSG00000185989	1
ENSG00000186001	2
ENSG00000186010	1
ENSG00000186017	2
ENSG00000186020	1
ENSG00000186026	3
ENSG00000186104	4
ENSG00000186106	3
ENSG00000186111	1
ENSG00000186130	0
ENSG00000186153	4
ENSG00000186174	0
ENSG00000186187	2
ENSG00000186193	2
ENSG00000186222	1
ENSG00000186265	2
ENSG00000186272	0
ENSG00000186283	1
ENSG00000186416	4
ENSG00000186432	0
ENSG00000186448	3
ENSG00000186469	1
ENSG00000186470	3
ENSG00000186501	0
ENSG00000186517	2
ENSG00000186566	1
ENSG00000186575	2
ENSG00000186577	0
ENSG00000186591	4
ENSG00000186625	1
ENSG00000186635	4
ENSG00000186660	3
ENSG00000186666	2
ENSG00000186687	3
ENSG00000186716	4
ENSG00000186767	2
ENSG00000186810	0
ENSG00000186812	4
ENSG00000186815	4
ENSG00000186827	4
ENSG00000186854	0
ENSG00000186866	2
ENSG00000186891	0
ENSG00000186908	0
ENSG00000186951	4
ENSG00000187049	4
ENSG00000187097	0
ENSG00000187118	2
ENSG00000187187	1
ENSG00000187189	0
ENSG00000187193	0
ENSG00000187210	0
ENSG00000187239	2
ENSG00000187257	4
ENSG00000187325	4
ENSG00000187446	2
ENSG00000187531	2
ENSG00000187601	1
ENSG00000187607	1
ENSG00000187608	3
ENSG00000187626	1
ENSG00000187688	3
ENSG00000187736	1
ENSG00000187741	1
ENSG00000187792	2
ENSG00000187840	1
ENSG00000187954	4
ENSG00000187961	1
ENSG00000187994	3
ENSG00000188021	1
ENSG00000188042	4
ENSG00000188171	3
ENSG00000188177	2
ENSG00000188186	0
ENSG00000188215	3
ENSG00000188229	3
ENSG00000188243	4
ENSG00000188295	3
ENSG00000188313	1
ENSG00000188404	4
ENSG00000188419	3
ENSG00000188428	3
ENSG00000188486	4
ENSG00000188529	0
ENSG00000188559	0
ENSG00000188641	1
ENSG00000188647	3
ENSG00000188725	4
ENSG00000188732	2
ENSG00000188785	1
ENSG00000188807	3
ENSG00000188820	0
ENSG00000188917	2
ENSG00000189042	4
ENSG00000189043	0
ENSG00000189050	2
ENSG00000189057	1
ENSG00000189067	1
ENSG00000189077	0
ENSG00000189079	4
ENSG00000189159	1
ENSG00000189164	2
ENSG00000189180	4
ENSG00000189190	1
ENSG00000189227	0
ENSG00000189241	4
ENSG00000189266	4
ENSG00000189319	3
ENSG00000189362	2
ENSG00000189369	4
ENSG00000189376	2
ENSG00000196072	4
ENSG00000196083	4
ENSG00000196151	2
ENSG00000196154	3
ENSG00000196172	4
ENSG00000196247	3
ENSG00000196262	2
ENSG00000196268	4
ENSG00000196284	2
ENSG00000196329	0
ENSG00000196352	1
ENSG00000196367	4
ENSG00000196405	2
ENSG00000196453	1
ENSG00000196455	2
ENSG00000196458	4
ENSG00000196465	2
ENSG00000196470	3
ENSG00000196476	0
ENSG00000196510	4
ENSG00000196547	3
ENSG00000196591	0
ENSG00000196642	1
ENSG00000196655	3
ENSG00000196670	3
ENSG00000196683	3
ENSG00000196684	3
ENSG00000196704	4
ENSG00000196712	1
ENSG00000196715	1
ENSG00000196776	1
ENSG00000196812	1
ENSG00000196821	1
ENSG00000196839	4
ENSG00000196843	2
ENSG00000196850	4
ENSG00000196911	4
ENSG00000196914	2
ENSG00000196924	2
ENSG00000196950	2
ENSG00000196954	2
ENSG00000196968	1
ENSG00000196975	0
ENSG00000196981	2
ENSG00000197006	4
ENSG00000197008	2
ENSG00000197016	0
ENSG00000197019	0
ENSG00000197020	1
ENSG00000197024	3
ENSG00000197037	1
ENSG00000197045	3
ENSG00000197050	1
ENSG00000197061	3
ENSG00000197062	3
ENSG00000197063	3
ENSG00000197070	3
ENSG00000197081	2
ENSG00000197136	1
ENSG00000197142	3
ENSG00000197150	1
ENSG00000197157	0
ENSG00000197162	4
ENSG00000197217	1
ENSG00000197226	0
ENSG00000197275	0
ENSG00000197312	0
ENSG00000197323	2
ENSG00000197324	2
ENSG00000197329	1
ENSG00000197355	1
ENSG00000197362	4
ENSG00000197372	3
ENSG00000197381	4
ENSG00000197386	4
ENSG00000197417	2
ENSG00000197448	3
ENSG00000197451	0
ENSG00000197535	4
ENSG00000197540	1
ENSG00000197562	1
ENSG00000197601	0
ENSG00000197608	4
ENSG00000197620	2
ENSG00000197635	3
ENSG00000197694	3
ENSG00000197696	3
ENSG00000197713	0
ENSG00000197724	3
ENSG00000197746	0
ENSG00000197747	3
ENSG00000197780	4
ENSG00000197782	3
ENSG00000197818	2
ENSG00000197857	4
ENSG00000197858	4
ENSG00000197879	3
ENSG00000197892	2
ENSG00000197894	1
ENSG00000197930	2
ENSG00000197948	0
ENSG00000197961	0
ENSG00000197965	0
ENSG00000197969	3
ENSG00000197976	1
ENSG00000198018	4
ENSG00000198055	1
ENSG00000198087	4
ENSG00000198089	4
ENSG00000198105	1
ENSG00000198130	4
ENSG00000198131	3
ENSG00000198146	3
ENSG00000198168	3
ENSG00000198169	1
ENSG00000198189	2
ENSG00000198218	3
ENSG00000198252	2
ENSG00000198265	3
ENSG00000198276	0
ENSG00000198331	1
ENSG00000198363	4
ENSG00000198373	4
ENSG00000198393	4
ENSG00000198440	1
ENSG00000198464	0
ENSG00000198492	0
ENSG00000198517	4
ENSG00000198521	3
ENSG00000198551	0
ENSG00000198585	1
ENSG00000198646	2
ENSG00000198648	4
ENSG00000198663	4
ENSG00000198668	3
ENSG00000198689	0
ENSG00000198690	1
ENSG00000198692	4
ENSG00000198720	0
ENSG00000198721	0
ENSG00000198728	1
ENSG00000198734	3
ENSG00000198736	0
ENSG00000198740	3
ENSG00000198742	3
ENSG00000198743	2
ENSG00000198746	4
ENSG00000198771	2
ENSG00000198792	0
ENSG00000198799	0
ENSG00000198805	1
ENSG00000198815	3
ENSG00000198818	2
ENSG00000198821	4
ENSG00000198824	2
ENSG00000198825	3
ENSG00000198826	3
ENSG00000198833	2
ENSG00000198837	2
ENSG00000198839	2
ENSG00000198841	0
ENSG00000198856	3
ENSG00000198858	0
ENSG00000198860	3
ENSG00000198862	0
ENSG00000198863	0
ENSG00000198865	2
ENSG00000198873	4
ENSG00000198876	1
ENSG00000198879	1
ENSG00000198885	4
ENSG00000198898	2
ENSG00000198909	4
ENSG00000198911	4
ENSG00000198912	1
ENSG00000198920	2
ENSG00000198931	3
ENSG00000198937	2
ENSG00000198945	0
ENSG00000198951	0
ENSG00000198954	0
ENSG00000198961	0
ENSG00000203791	0
ENSG00000203879	0
ENSG00000203880	4
ENSG00000204104	0
ENSG00000204116	1
ENSG00000204120	0
ENSG00000204130	0
ENSG00000204138	0
ENSG00000204160	1
ENSG00000204161	4
ENSG00000204165	0
ENSG00000204186	1
ENSG00000204209	0
ENSG00000204228	4
ENSG00000204256	4
ENSG00000204264	0
ENSG00000204267	4
ENSG00000204371	3
ENSG00000204387	2
ENSG00000204388	4
ENSG00000204390	0
ENSG00000204427	4
ENSG00000204435	2
ENSG00000204439	4
ENSG00000204469	2
ENSG00000204472	1
ENSG00000204475	1
ENSG00000204498	4
ENSG00000204520	0
ENSG00000204564	0
ENSG00000204599	3
ENSG00000204713	1
ENSG00000204859	0
ENSG00000204920	2
ENSG00000204923	1
ENSG00000204946	2
ENSG00000204954	3
ENSG00000204977	1
ENSG00000205045	2
ENSG00000205060	1
ENSG00000205089	3
ENSG00000205138	4
ENSG00000205155	1
ENSG00000205220	1
ENSG00000205268	2
ENSG00000205302	2
ENSG00000205336	3
ENSG00000205356	3
ENSG00000205413	0
ENSG00000205423	0
ENSG00000205476	3
ENSG00000205531	4
ENSG00000205544	3
ENSG00000205581	0
ENSG00000205629	4
ENSG00000205643	4
ENSG00000205730	2
ENSG00000205744	1
ENSG00000205765	4
ENSG00000205903	3
ENSG00000205981	4
ENSG00000206053	4
ENSG00000206190	1
ENSG00000206418	4
ENSG00000206527	2
ENSG00000206560	3
ENSG00000211455	1
ENSG00000211460	0
ENSG00000211584	3
ENSG00000213015	4
ENSG00000213047	2
ENSG00000213064	1
ENSG00000213079	2
ENSG00000213123	4
ENSG00000213145	2
ENSG00000213185	3
ENSG00000213186	3
ENSG00000213281	2
ENSG00000213390	0
ENSG00000213445	1
ENSG00000213585	2
ENSG00000213614	4
ENSG00000213619	0
ENSG00000213639	1
ENSG00000213699	3
ENSG00000213762	0
ENSG00000213923	4
ENSG00000213930	0
ENSG00000213983	4
ENSG00000214022	2
ENSG00000214029	3
ENSG00000214160	0
ENSG00000214338	4
ENSG00000214655	0
ENSG00000214706	3
ENSG00000214736	1
ENSG00000214753	0
ENSG00000215041	1
ENSG00000215114	4
ENSG00000215193	1
ENSG00000215252	4
ENSG00000215440	1
ENSG00000215788	4
ENSG00000215845	2
ENSG00000215883	0
ENSG00000216490	4
ENSG00000217128	2
ENSG00000220205	0
ENSG00000221821	3
ENSG00000221823	4
ENSG00000221829	1
ENSG00000221909	0
ENSG00000221914	0
ENSG00000221923	2
ENSG00000221963	1
ENSG00000222011	4
ENSG00000224531	1
ENSG00000224877	1
ENSG00000225697	4
ENSG00000228300	3
ENSG00000228474	0
ENSG00000228594	2
ENSG00000230124	3
ENSG00000234444	1
ENSG00000235173	0
ENSG00000235750	1
ENSG00000236104	2
ENSG00000237190	2
ENSG00000237441	0
ENSG00000237649	4
ENSG00000237651	2
ENSG00000237765	1
ENSG00000238227	0
ENSG00000239264	1
ENSG00000239305	3
ENSG00000239672	2
ENSG00000239713	3
ENSG00000240849	1
ENSG00000240857	3
ENSG00000240891	2
ENSG00000240972	3
ENSG00000241058	3
ENSG00000241360	2
ENSG00000241685	0
ENSG00000241837	1
ENSG00000241839	2
ENSG00000242114	4
ENSG00000242247	1
ENSG00000242616	4
ENSG00000242802	4
ENSG00000243156	3
ENSG00000243279	4
ENSG00000243317	3
ENSG00000243449	0
ENSG00000243646	1
ENSG00000243749	4
ENSG00000243943	3
ENSG00000243989	0
ENSG00000244187	4
ENSG00000244687	2
ENSG00000244754	0
ENSG00000247315	3
ENSG00000247596	4
ENSG00000248099	4
ENSG00000248487	4
ENSG00000250312	1
ENSG00000250317	2
ENSG00000251247	4
ENSG00000251369	0
ENSG00000253276	3
ENSG00000253719	2
ENSG00000254685	3
ENSG00000254858	3
ENSG00000254901	3
ENSG00000254999	0
ENSG00000255112	0
ENSG00000255302	0
ENSG00000256229	0
ENSG00000256235	0
ENSG00000256269	0
ENSG00000256537	3
ENSG00000256683	1
ENSG00000256771	4
ENSG00000257103	3
ENSG00000257704	3
ENSG00000257727	2
ENSG00000257923	0
ENSG00000258659	0
ENSG00000259956	0
ENSG00000260916	3
ENSG00000262246	0
ENSG00000263001	1
ENSG00000263465	2
ENSG00000263528	1
ENSG00000264522	0
ENSG00000265808	1
ENSG00000265972	4
ENSG00000266173	2
ENSG00000266412	4
ENSG00000267041	1
ENSG00000267534	2
ENSG00000267680	4
ENSG00000267796	0
ENSG00000269556	0
ENSG00000270647	4
ENSG00000271303	1
ENSG00000271601	0
ENSG00000272602	2
ENSG00000272886	4
ENSG00000273559	3
ENSG00000273749	0
ENSG00000273983	2
ENSG00000274180	3
ENSG00000274211	4
ENSG00000274523	2
ENSG00000275052	4
ENSG00000275713	1
ENSG00000276045	4
ENSG00000276180	0
ENSG00000276234	2
ENSG00000278540	3
ENSG00000278828	3
ENSG00000280789	1
ENSG00000285077	4
ENSG00000290292	2
ENSG00000291237	3
